caracteristica,peso_abs_pc1_pc2,carga_pc1,carga_pc2
DN_HistogramMode_5,0.5291623636952393,0.19100880166453646,-0.33815356203070285
PD_PeriodicityWang_th0_01,0.48829109737085763,0.10328481463511138,0.3850062827357462
SB_MotifThree_quantile_hh,0.4728215833663547,-0.2323202844866469,0.24050129887970778
SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,0.43397115658666646,0.08399127216637119,0.34997988442029526
IN_AutoMutualInfoStats_40_gaussian_fmmi,0.42146604718671027,0.03390705671324401,0.38755899047346626
