serie,PC1,PC2,PC3,PC4,PC5
Total mensual,2.4132716391046865,0.3219760414342343,1.7817202513487123,0.9841334214330784,-1.1999698728892392
Frontera 01 La Aurora,-0.19314564877992252,3.01780615878971,-0.5708922108095305,-0.20565471586421966,0.22021706878365316
Frontera 07 Valle Nuevo,1.777216079496522,-1.536608790717925,0.564458785288737,1.4973717459890985,1.0733085742012896
Frontera 09 San Cristóbal,2.4915126158133556,-1.9673204695326316,-3.478468563409515,-0.24807260306340506,-0.38653580270545296
Vía Aérea,-0.26171430857533307,3.051495401703848,-0.49911383871545595,-0.2085804482773335,0.2361160701633344
Vía Terrestre,2.384478049274079,-1.5121522543043562,2.008726165967031,-1.8350695719848291,0.23148491919010833
Vía Marítima,-8.611618426333386,-1.3751960873728772,0.1935694103300162,0.015872171767607968,-0.17462095674369582
